iter	Passed	Remaining
1421	35791	38308
1422	35794	38259
1423	35800	38213
1424	35803	38165
1425	35855	38169
1426	35906	38170
1427	35949	38165
1428	35990	38156
1429	35993	38107
1430	35998	38060
1431	36041	38054
1432	36087	38051
1433	36119	38033
1434	36167	38032
1435	36204	38020
1436	36236	38002
1437	36238	37952
1438	36240	37902
1439	36245	37856
1440	36315	37878
1441	36340	37852
1442	36352	37813
1443	36362	37773
1444	36364	37723
1445	36414	37724
1446	36471	37731
1447	36508	37719
1448	36511	37670
1449	36514	37622
1450	36535	37593
1451	36547	37554
1452	36564	37520
1453	36587	37493
1454	36624	37480
1455	36649	37454
1456	36688	37444
1457	36729	37434
1458	36815	37471
1459	36894	37501
1460	36897	37453
1461	36930	37435
1462	36986	37441
1463	36992	37396
1464	37030	37384
1465	37057	37360
1466	37101	37354
1467	37133	37335
1468	37178	37330
1469	37218	37319
1470	37259	37310
1471	37262	37262
1472	37263	37213
1473	37265	37164
1474	37297	37145
1475	37348	37146
1476	37392	37139
1477	37412	37108
1478	37414	37060
1479	37444	37039
1480	37477	37022
1481	37524	37018
1482	37583	37025
1483	37635	37026
1484	37676	37016
1485	37678	36968
1486	37731	36970
1487	37759	36947
1488	37770	36907
1489	37885	36970
1490	37927	36960
1491	37934	36917
1492	37937	36870
1493	37949	36831
1494	37959	36791
1495	37972	36753
1496	37984	36715
1497	37986	36667
1498	38015	36646
1499	38060	36639
1500	38063	36592
1501	38065	36544
1502	38066	36496
1503	38068	36448
1504	38078	36408
1505	38080	36360
1506	38126	36355
1507	38155	36333
1508	38163	36291
1509	38205	36282
1510	38266	36291
1511	38284	36259
1512	38287	36212
1513	38289	36165
1514	38350	36173
1515	38382	36154
1516	38449	36168
1517	38498	36164
1518	38550	36164
1519	38552	36117
1520	38553	36069
1521	38597	36061
1522	38633	36046
1523	38749	36105
1524	38800	36103
1525	38802	36055
1526	38804	36009
1527	38851	36003
1528	38853	35956
1529	38856	35910
1530	38905	35907
1531	38909	35861
1532	38913	35817
1533	38951	35802
1534	39012	35810
1535	39051	35797
1536	39075	35770
1537	39174	35812
1538	39176	35765
1539	39178	35719
1540	39250	35735
1541	39333	35762
1542	39374	35751
1543	39428	35751
1544	39431	35705
1545	39529	35745
1546	39563	35727
1547	39565	35680
1548	39614	35676
1549	39674	35681
1550	39676	35635
1551	39699	35606
1552	39736	35591
1553	39777	35579
1554	39846	35593
1555	39851	35549
1556	39855	35504
1557	39868	35467
1558	39894	35441
1559	39896	35395
1560	39944	35390
1561	39947	35344
1562	40028	35367
1563	40094	35377
1564	40130	35360
1565	40159	35338
1566	40195	35321
1567	40230	35304
1568	40270	35291
1569	40273	35245
1570	40275	35199
1571	40330	35199
1572	40390	35204
1573	40422	35183
1574	40474	35180
1575	40485	35141
1576	40486	35095
1577	40489	35049
1578	40531	35038
1579	40534	34992
1580	40575	34980
1581	40618	34969
1582	40626	34929
1583	40656	34906
1584	40671	34872
1585	40702	34851
1586	40705	34805
1587	40707	34759
1588	40717	34721
1589	40785	34731
1590	40805	34701
1591	40837	34681
1592	40839	34635
1593	40850	34597
1594	40860	34558
1595	40906	34549
1596	40949	34539
1597	40952	34494
1598	40953	34448
1599	40972	34417
1600	40978	34375
1601	40981	34330
1602	40983	34284
1603	41032	34278
1604	41077	34269
1605	41109	34249
1606	41137	34225
1607	41152	34191
1608	41164	34154
1609	41233	34165
1610	41278	34155
1611	41362	34178
1612	41430	34186
1613	41463	34167
1614	41514	34162
1615	41632	34212
1616	41735	34250
1617	41799	34256
1618	41811	34219
1619	41813	34173
1620	41815	34128
1621	41817	34082
1622	41857	34069
1623	41931	34082
1624	41984	34078
1625	42006	34049
1626	42008	34004
1627	42048	33989
1628	42067	33958
1629	42116	33951
1630	42150	33932
1631	42152	33887
1632	42157	33844
1633	42165	33804
1634	42196	33782
1635	42229	33763
